Age,Handsome,Height,Body Fat%,Crazy on work,Attitude,Wage,Temper,Responsibility,Have a cat,Ma bao,Have a car,Have a house,Have a rich dad,Jai Jai,Label
29,5,163,15,0,1,95167,4,1,1,1,0,1,1,1,0
26,0,181,19,1,1,131392,3,1,0,1,1,1,1,0,1
28,0,162,35,0,0,36907,4,0,1,0,0,0,0,0,0
27,2,175,33,1,1,107964,5,1,0,1,0,0,1,0,1
29,1,180,28,1,0,108690,1,1,0,1,0,0,0,1,0
24,4,166,26,1,1,104991,5,1,0,0,1,1,1,1,1
22,2,183,13,1,1,111320,5,0,0,1,1,1,1,0,0
25,3,173,15,1,1,91727,1,0,1,1,1,1,1,1,0
24,0,163,28,1,1,26431,1,0,1,1,1,0,1,0,0
29,1,186,19,1,0,88756,4,0,0,1,1,1,0,0,0
22,0,162,9,1,0,109072,3,0,1,0,0,0,0,1,0
24,1,169,10,1,1,52427,3,0,0,0,0,0,0,0,0
29,5,187,17,1,0,103066,0,1,0,0,0,0,0,1,0
29,4,167,35,1,0,103661,0,1,1,0,1,1,0,0,0
25,2,177,13,0,1,103892,4,1,0,0,1,1,0,0,1
28,1,184,11,0,0,138059,1,1,1,0,1,0,0,0,1
24,0,165,32,1,1,105468,0,1,0,1,1,0,1,1,0
24,3,176,29,0,1,40006,4,0,0,1,0,1,1,1,0
29,5,173,16,0,1,135808,3,1,1,0,1,1,0,0,1
29,2,177,24,0,0,28321,2,1,0,1,0,0,0,0,0
27,4,187,23,0,1,98308,3,0,1,1,1,0,1,1,0
29,3,178,34,1,0,25806,1,1,0,1,1,1,0,1,0
27,3,181,16,1,1,104723,4,0,0,0,1,1,1,0,1
22,0,186,19,0,0,74377,3,0,1,0,1,1,1,0,0
25,2,182,25,0,1,67225,0,0,0,1,0,0,1,1,0
28,2,186,17,1,0,58918,2,0,0,0,0,1,1,1,0
27,2,164,11,1,0,87319,5,1,0,1,1,1,1,1,0
29,4,176,22,1,0,128902,5,0,1,0,1,1,1,0,0
27,0,188,26,0,1,147236,0,0,0,1,1,0,1,0,0
22,4,178,28,1,1,39482,3,0,1,1,1,0,0,1,0
27,5,162,34,0,0,62975,3,1,0,1,0,0,0,1,0
26,1,187,27,1,0,140695,1,1,0,0,0,0,1,0,1
26,0,166,29,1,1,79842,1,1,0,0,1,1,0,1,1
25,4,189,18,1,1,60561,2,0,0,0,1,0,1,0,0
29,5,163,13,0,1,81281,0,0,0,0,0,0,0,0,0
28,4,162,10,1,0,64377,0,0,0,0,1,1,1,1,0
30,5,168,9,0,0,142425,5,0,0,0,0,0,1,1,1
26,0,165,22,0,1,65035,4,0,0,0,1,1,0,1,0
27,1,177,10,0,1,137917,3,0,0,1,1,1,0,0,0
29,4,162,15,0,0,78695,5,0,0,1,1,1,0,1,0
23,5,172,11,0,0,133560,0,0,1,1,1,0,0,0,0
22,1,181,32,1,1,33597,4,1,0,0,1,1,0,1,1
27,2,184,27,1,1,38707,4,0,1,0,1,0,0,0,0
23,4,185,11,0,1,91071,2,1,1,1,0,1,1,1,0
24,4,185,31,0,0,64311,4,0,0,0,1,0,1,1,0
24,4,178,27,0,1,92561,2,1,1,1,1,0,0,1,0
27,4,176,16,1,0,71790,4,1,1,1,0,1,0,1,0
24,5,184,17,0,0,132442,5,0,0,0,0,1,0,1,1
26,3,171,20,1,1,127921,0,1,0,0,0,1,1,1,1
22,5,185,22,1,1,142782,4,0,0,1,1,0,0,1,1
30,3,162,27,0,1,131128,4,0,1,0,0,0,0,0,1
22,2,186,18,0,1,92510,3,0,0,0,0,0,0,1,0
23,1,165,27,1,1,104324,0,1,0,0,1,0,1,0,1
30,2,178,33,0,0,31353,4,0,1,1,1,0,0,1,0
29,2,179,31,0,0,75742,2,0,1,1,0,0,0,1,0
30,1,186,31,1,0,128903,0,1,1,0,1,1,1,1,0
25,4,190,11,1,0,94500,4,1,0,1,1,0,1,1,0
30,0,173,29,1,0,119106,2,0,1,1,0,1,1,1,0
27,1,182,9,0,1,87935,0,0,1,0,1,0,0,1,0
24,0,180,27,0,1,50500,1,0,1,1,1,1,1,0,0
22,0,187,11,0,1,108875,0,1,1,0,0,1,0,1,1
25,3,185,25,0,1,149040,2,1,0,1,0,1,0,0,1
29,3,172,28,1,0,121631,2,0,1,0,1,0,0,0,0
30,5,184,27,1,1,77392,2,0,0,0,1,1,1,1,0
24,0,173,28,0,0,89679,0,1,1,1,1,1,0,0,0
28,1,169,9,1,1,33026,0,0,1,1,1,0,0,1,0
22,3,190,18,0,0,58038,5,1,1,0,0,1,0,1,0
22,0,186,14,0,1,142747,1,1,1,0,0,1,1,0,1
22,1,185,22,0,1,141938,2,1,0,0,0,0,0,1,1
26,2,161,28,0,1,141141,1,1,1,0,0,0,0,0,1
23,2,172,12,1,0,86168,3,0,0,1,0,1,1,1,0
22,5,162,10,1,0,89997,1,0,1,0,1,0,0,1,0
22,4,186,29,1,1,62545,0,0,0,0,1,0,0,0,0
24,1,166,15,1,0,42878,1,0,0,0,1,1,0,1,0
26,2,172,32,0,1,94427,1,1,0,1,1,1,1,1,0
28,5,165,14,1,1,133104,5,0,1,1,0,0,0,0,1
24,5,169,21,1,0,85318,2,1,0,1,1,0,1,0,0
27,1,187,30,1,1,78320,4,0,0,1,1,0,0,1,0
29,4,184,18,0,0,61244,0,1,0,0,0,1,0,0,0
30,4,190,18,1,1,83534,0,0,1,0,0,0,1,1,0
22,1,161,22,1,0,133313,0,0,0,0,1,1,0,1,0
28,0,177,10,0,1,67288,5,0,0,0,0,1,1,1,1
27,5,181,33,1,1,26924,5,1,0,1,1,0,0,0,0
22,4,172,18,1,1,25899,3,0,1,1,0,0,0,1,0
23,3,180,31,0,0,118342,3,1,0,1,0,1,0,0,0
22,4,180,22,0,0,54986,2,0,0,1,1,0,0,0,0
22,2,166,32,0,1,88460,3,1,0,1,0,0,1,0,0
29,1,175,8,0,1,50398,1,0,0,0,0,1,0,0,0
23,2,162,27,1,1,66238,4,1,1,0,0,0,1,0,1
26,5,162,28,0,1,68202,0,0,0,1,0,1,0,0,0
22,5,182,30,1,0,144064,1,1,1,0,1,0,0,0,1
30,1,182,24,1,1,68310,4,1,1,1,1,0,1,1,0
24,3,168,13,0,1,57743,4,1,1,1,0,0,1,0,0
27,2,184,26,1,0,31740,0,0,0,1,0,0,1,0,0
28,0,166,22,1,1,39163,3,0,0,1,0,0,1,1,0
23,5,163,31,0,1,31136,2,0,1,0,0,0,0,0,0
23,3,169,23,0,1,72918,4,0,1,0,0,0,0,0,0
30,5,167,17,1,1,113191,3,1,0,1,1,1,0,1,1
22,0,163,10,0,1,107887,4,0,0,1,0,0,0,0,0
26,4,166,10,1,0,103384,2,1,1,1,0,0,0,1,0
22,0,182,33,1,1,95851,2,1,1,0,0,1,1,0,1
30,2,179,15,1,1,139042,5,1,1,1,0,1,1,1,1
29,5,170,17,0,1,53795,1,0,0,0,0,0,0,0,0
23,0,170,17,1,1,54695,0,1,1,0,1,0,1,0,0
23,5,190,32,1,1,127973,4,1,0,1,1,0,0,1,1
24,5,160,17,1,1,132119,1,0,0,1,1,0,0,0,0
24,0,171,29,0,0,142924,5,0,0,1,0,0,1,0,0
26,0,179,25,0,0,33349,1,0,1,1,1,1,1,1,0
27,2,190,20,0,0,113910,5,1,1,0,1,1,0,0,1
26,3,177,23,0,1,39349,4,0,1,1,0,0,1,1,0
28,2,162,22,0,0,89182,3,0,1,1,0,1,0,0,0
25,5,166,24,1,0,113115,2,1,1,1,0,1,1,1,0
29,1,189,34,0,1,60667,2,0,1,0,1,1,1,1,0
26,3,178,33,0,0,53879,1,1,1,0,0,0,0,0,0
26,2,182,31,1,1,54734,2,0,0,0,0,0,1,0,0
29,4,169,22,1,1,60501,0,0,0,0,0,0,1,1,0
22,3,185,20,0,1,138092,0,1,0,1,0,1,1,0,1
25,0,171,17,0,1,43599,5,1,0,0,0,1,1,1,1
23,4,177,8,0,1,100788,4,0,0,0,0,0,0,0,1
22,0,161,19,1,1,146855,3,0,1,0,1,0,1,1,1
23,5,171,11,1,0,50971,1,0,1,0,0,0,1,1,0
29,1,165,11,1,1,102785,0,1,1,1,1,1,0,1,0
22,0,186,33,0,1,83817,1,1,1,0,1,0,0,0,1
23,5,183,10,0,0,51055,2,0,0,1,1,1,0,0,0
30,2,160,10,1,1,41293,0,1,1,0,1,0,0,0,0
26,5,168,28,1,1,28102,3,1,0,1,0,0,0,0,0
27,1,179,30,0,1,82514,5,1,0,1,0,1,0,1,1
25,0,182,13,0,1,68860,3,0,0,0,0,0,0,1,0
28,3,175,16,1,1,95155,1,0,1,0,1,1,1,1,0
30,4,184,24,1,1,133914,4,1,1,1,0,0,1,0,1
27,1,167,12,1,1,128991,0,0,0,1,1,1,1,1,0
28,3,169,15,1,0,113744,2,1,0,1,1,1,0,0,0
30,4,163,10,0,1,78926,0,1,1,1,0,1,0,1,0
27,1,171,35,0,1,96321,3,0,1,1,1,0,1,1,0
25,1,190,13,1,0,129020,5,0,0,0,0,0,0,0,0
22,3,161,8,0,0,105632,0,1,1,0,1,1,1,0,0
27,2,170,35,0,1,141506,3,0,0,1,0,0,1,0,0
30,1,171,19,1,1,26668,2,1,1,0,1,0,1,1,0
28,2,181,9,1,1,87302,5,0,0,0,1,0,0,1,1
25,0,182,26,1,1,41527,3,1,0,1,1,1,0,0,0
29,1,175,23,0,0,149968,3,1,1,1,0,1,0,1,0
29,4,176,8,0,0,28113,3,1,0,0,0,0,0,1,0
26,2,190,31,1,1,113896,2,1,0,1,0,0,0,0,0
25,0,187,11,0,0,42511,5,1,1,0,1,0,0,0,0
26,2,175,13,1,1,131580,5,0,1,0,1,0,1,0,1
26,1,188,27,1,0,140512,5,0,0,0,1,1,1,0,1
27,5,179,29,0,1,40697,5,1,1,1,0,1,0,0,0
25,2,188,17,0,0,145957,4,1,0,1,1,1,1,1,0
28,4,186,11,0,0,54919,2,0,1,0,1,0,1,0,0
26,2,187,15,1,1,74968,2,0,1,1,0,1,0,1,0
22,4,165,35,1,1,26968,3,1,0,0,1,1,1,1,1
25,4,167,31,0,0,38934,5,0,0,0,0,0,1,1,0
29,0,176,22,1,1,108828,5,0,1,0,1,1,1,1,1
29,0,173,24,1,1,72973,2,1,1,1,1,0,0,0,0
24,2,188,33,0,1,111307,5,0,1,0,0,1,0,1,1
26,1,184,13,1,1,107758,5,1,0,1,1,1,0,1,1
25,1,171,29,1,0,131433,0,0,0,1,1,1,0,1,0
28,3,162,32,0,0,117822,2,0,1,0,1,1,0,1,0
25,2,181,21,0,1,133801,2,0,0,1,0,0,0,1,0
24,0,187,33,0,1,106005,4,1,0,0,1,1,1,0,1
25,2,170,26,1,1,44780,2,0,0,0,0,1,0,0,0
25,5,179,27,0,0,99039,5,0,0,0,1,0,1,0,0
24,2,167,14,0,1,100194,4,0,1,1,1,1,1,0,0
25,5,175,8,1,1,96834,3,0,1,1,0,1,1,0,0
26,2,186,16,1,0,39459,1,1,0,0,1,0,1,1,0
26,5,165,28,0,0,101298,3,0,1,0,0,0,1,0,0
28,5,187,16,0,1,53607,0,1,0,1,0,1,0,1,0
28,1,187,21,1,1,50450,3,1,1,0,0,0,0,1,1
27,2,163,32,0,1,77466,5,1,1,0,0,0,0,1,1
29,1,185,27,1,0,67197,5,1,0,1,1,1,1,0,0
30,0,163,21,0,1,100102,2,1,1,0,0,1,1,0,1
22,2,175,28,0,1,86440,0,0,0,0,1,0,0,1,0
25,0,179,28,0,1,76532,5,0,1,1,1,1,1,1,0
26,3,178,11,1,0,102403,0,1,0,0,1,0,1,0,0
28,3,188,24,1,1,99342,0,1,0,0,1,1,0,1,1
30,3,163,29,0,0,102967,4,0,1,1,0,0,0,1,0
29,5,182,21,0,1,131524,1,1,1,1,1,1,0,0,1
27,2,183,8,1,0,33101,3,1,1,0,0,0,1,0,0
23,2,163,28,1,1,26480,4,0,0,0,1,0,1,0,0
22,1,165,25,0,0,45990,3,0,0,1,1,1,1,1,0
23,5,183,17,1,1,149747,0,0,0,0,0,1,1,1,1
29,2,164,15,0,0,85422,3,0,1,1,0,0,1,1,0
27,4,188,32,1,1,54607,1,0,1,1,1,1,0,0,0
27,2,186,11,1,0,82918,2,0,0,1,1,1,0,0,0
24,5,176,15,0,0,87198,1,0,0,0,1,0,1,0,0
25,4,160,16,0,1,110033,0,0,0,0,0,1,0,1,0
24,1,187,8,1,1,34619,0,1,1,1,1,0,0,1,0
24,5,183,31,1,0,122908,4,0,1,1,0,1,0,0,0
24,2,166,32,0,0,50428,3,1,0,1,0,1,1,1,0
23,1,174,21,0,0,108966,5,1,0,0,0,1,1,0,1
25,5,186,12,1,0,34555,0,0,1,0,1,1,0,0,0
22,3,185,22,0,1,48380,4,0,0,0,1,0,1,1,0
28,2,182,10,1,1,133251,0,1,0,0,0,1,0,1,1
22,1,178,11,1,1,42419,5,0,1,1,1,1,0,1,0
22,0,186,30,1,1,102617,5,0,0,1,0,1,0,0,0
22,5,172,24,1,1,118303,1,1,1,1,0,1,1,0,0
24,3,186,27,1,1,121496,5,1,1,1,0,0,1,0,1
26,3,177,16,0,0,39348,1,0,0,1,0,1,1,1,0
25,2,173,31,1,1,73870,3,0,0,1,1,0,0,1,0
25,5,163,12,1,0,89941,4,1,0,0,0,1,1,1,0
25,3,166,8,1,1,73910,0,0,1,0,1,1,1,1,0
22,3,168,26,1,1,139477,3,1,0,0,0,0,0,0,1
29,3,167,17,1,1,95832,0,1,1,0,1,1,1,1,1
26,0,182,33,1,1,82485,0,0,0,1,0,0,0,0,0
25,1,163,25,1,0,141821,5,0,1,1,0,1,0,1,0
28,2,187,26,0,1,149240,5,0,0,0,1,0,1,1,1
28,4,160,19,1,0,79278,3,0,1,0,0,0,1,0,0
27,5,190,10,0,0,62464,3,0,1,0,1,1,0,0,0
27,2,167,21,1,1,55013,1,1,0,0,1,0,0,0,0
23,2,162,31,0,1,144621,0,0,1,0,0,1,0,0,1
27,0,182,29,1,1,51471,4,1,0,0,0,0,0,1,1
23,0,185,26,0,0,133835,2,0,1,1,0,0,0,0,0
29,1,161,18,1,0,127777,3,0,1,1,0,0,0,1,0
25,5,166,20,1,0,28096,1,1,0,0,1,1,1,1,0
30,1,178,11,0,1,148319,1,1,0,1,0,1,1,1,1
23,1,171,21,1,0,122714,5,1,1,0,1,1,0,1,1
22,2,167,19,1,1,80826,0,1,1,1,0,1,1,0,0
23,0,160,29,0,1,26665,5,1,1,1,1,1,1,0,0
27,0,184,31,0,1,31938,2,1,1,1,0,0,1,1,0
23,3,178,33,0,0,35183,4,1,0,0,1,1,1,1,0
26,0,180,13,1,1,103315,3,0,1,0,1,0,0,1,1
29,4,175,16,1,1,30243,0,1,1,0,1,0,0,0,0
30,4,168,15,0,0,36132,4,0,0,1,1,1,1,0,0
29,0,171,32,0,1,44791,5,0,1,1,1,1,0,0,0
28,2,183,20,0,0,148048,1,1,0,1,0,1,0,1,0
27,3,180,15,1,1,72823,1,1,1,0,0,0,1,1,1
25,0,188,26,1,1,113732,0,0,0,1,0,0,0,0,0
24,4,160,21,0,0,111852,4,0,1,0,1,0,0,1,0
30,5,186,17,0,1,89455,4,1,0,1,1,0,0,0,0
25,4,161,11,0,1,84260,3,1,1,0,0,1,0,0,1
25,5,174,21,0,1,77573,0,0,1,1,1,1,1,0,0
28,1,174,16,0,1,146315,0,1,1,0,0,0,1,0,1
26,0,189,27,1,1,78936,4,1,1,0,0,1,1,0,1
25,0,171,12,1,1,72293,2,1,0,1,0,1,0,0,0
28,2,186,12,0,1,133150,3,0,0,1,0,0,0,1,0
23,3,180,8,0,1,92486,0,0,1,0,0,0,0,0,0
27,4,174,8,0,0,114851,1,0,1,0,1,1,1,0,0
30,3,173,23,1,0,127993,1,0,1,0,0,1,0,0,0
30,4,167,11,1,0,121477,3,0,0,1,0,1,0,1,0
28,3,169,11,1,1,148605,3,0,0,1,1,1,0,0,0
25,4,162,33,1,0,127108,3,0,1,1,1,0,0,0,0
29,0,186,26,1,1,63014,5,0,1,0,0,1,0,0,1
22,0,182,16,0,0,143820,0,0,0,0,1,0,0,1,0
22,2,187,15,0,1,140179,1,0,0,1,0,1,1,0,0
27,3,162,34,1,0,138561,1,1,1,1,1,0,1,1,0
23,5,170,32,0,1,61766,4,0,0,0,1,0,0,0,0
30,2,176,32,0,0,70282,3,1,1,0,0,1,1,0,0
22,0,163,22,1,1,51671,3,0,1,1,1,1,1,1,0
22,4,185,19,0,0,25949,0,0,0,1,0,0,1,1,0
25,5,174,22,0,0,64771,4,1,0,0,0,1,1,0,0
28,0,169,26,1,1,61163,5,1,1,0,1,1,1,1,1
26,3,170,32,0,0,55245,4,1,1,1,0,0,1,1,0
28,4,179,29,1,0,44948,2,0,0,1,1,1,0,0,0
22,0,175,14,1,0,97194,1,1,0,1,0,0,1,0,0
28,0,188,27,0,1,127064,2,1,0,0,0,0,0,1,1
26,4,186,13,0,1,142645,0,1,0,1,0,1,0,0,1
28,1,178,34,0,0,102331,3,0,0,0,1,1,1,0,0
30,5,163,10,0,1,135004,3,1,0,1,0,0,0,0,1
29,1,169,32,1,1,82351,2,0,0,0,0,0,0,1,0
29,2,184,28,0,0,99773,5,0,0,1,0,1,1,1,0
23,4,183,29,0,0,141827,2,1,1,0,1,0,1,1,1
29,5,176,10,1,0,86243,0,0,0,0,0,1,1,1,0
23,5,171,21,0,1,25287,0,0,0,0,1,0,1,0,0
28,4,166,27,0,0,68237,2,1,0,0,1,0,0,0,0
24,2,169,17,0,1,91798,1,0,0,1,1,0,0,1,0
25,3,181,8,1,1,74049,3,0,0,0,1,0,1,1,0
25,1,188,14,0,0,31339,5,1,0,1,0,0,0,0,0
22,1,190,21,0,1,104929,3,1,1,0,0,1,1,1,1
30,0,174,15,1,0,108995,1,1,1,0,0,1,0,0,0
27,3,160,16,1,0,56775,4,0,0,0,0,1,1,1,0
24,3,172,10,1,0,142160,0,1,0,1,0,1,0,0,0
23,0,190,23,0,1,37042,0,0,1,0,0,0,1,0,0
25,2,172,9,1,0,117282,2,1,1,1,1,0,0,1,0
22,0,166,28,1,1,146967,5,0,0,0,0,0,0,0,1
30,4,179,26,1,0,99597,3,1,0,1,1,1,1,1,0
27,3,175,22,1,0,99982,2,0,1,0,1,0,0,1,0
24,5,167,15,0,0,77633,2,1,0,1,1,1,1,0,0
25,1,184,23,1,0,80103,5,1,1,1,0,0,1,0,0
28,4,187,19,0,0,85031,1,1,1,0,1,1,0,0,0
25,2,179,23,1,1,94458,1,1,1,1,0,0,0,0,0
22,4,174,11,1,0,98701,2,0,0,0,0,0,1,0,0
23,0,183,34,1,0,83087,5,0,0,1,1,0,1,0,0
26,1,184,31,0,0,135652,2,1,0,1,1,0,0,0,0
27,5,182,17,1,1,143832,4,1,0,1,0,1,1,0,1
25,3,178,18,1,1,100295,1,1,1,1,1,1,0,0,0
22,0,177,13,1,0,53097,2,1,0,1,1,1,0,1,0
22,1,190,28,1,1,109755,4,0,1,0,0,1,0,1,1
25,3,173,26,1,0,65346,5,1,0,1,1,1,0,1,0
23,5,173,31,0,0,75224,0,1,0,1,0,0,1,1,0
28,3,168,21,0,0,28559,1,1,1,1,0,1,1,0,0
30,5,182,33,1,0,33784,0,1,1,1,1,0,0,1,0
23,0,186,29,1,0,56832,0,0,1,0,1,1,1,1,0
23,0,180,33,1,1,57948,2,1,1,1,1,1,0,1,0
22,4,180,21,0,0,65243,3,0,1,1,0,0,0,1,0
22,4,168,18,1,1,51564,3,0,1,1,1,1,1,0,0
28,1,168,23,0,1,143993,5,0,0,0,0,0,0,1,1
26,2,172,18,0,1,117865,2,0,1,1,1,0,0,1,0
29,3,175,17,1,0,81520,4,0,0,1,1,0,0,1,0
30,1,168,29,0,0,45625,1,1,1,1,0,1,0,1,0
24,4,161,32,1,1,81912,3,0,1,0,0,1,0,1,0
26,2,166,13,0,1,140354,0,0,1,0,1,1,0,0,1
26,1,179,17,0,1,110452,4,1,0,1,1,1,1,0,1
23,3,184,26,1,0,59314,5,0,0,1,0,1,0,1,0
23,5,164,33,0,0,34489,2,1,1,1,0,1,0,1,0
27,0,174,12,1,1,55268,0,1,1,1,1,1,0,0,0
27,2,183,28,1,1,53540,0,1,0,0,1,0,1,0,0
27,0,177,14,0,1,47802,3,0,1,0,0,0,1,0,0
30,1,168,32,1,1,88642,4,0,1,1,1,1,0,1,0
24,3,180,17,1,0,111108,2,0,1,0,0,1,0,1,0
26,1,188,20,0,1,120983,4,1,0,0,0,0,1,1,1
25,1,183,8,0,0,96001,1,1,0,1,0,0,0,1,0
28,0,163,29,1,0,101420,3,0,1,0,0,1,0,0,0
22,4,162,22,0,0,39560,0,0,0,1,1,0,0,0,0
23,2,188,20,0,1,139581,0,0,0,1,1,0,0,0,0
29,1,177,13,0,0,110489,3,0,1,1,0,1,1,1,0
29,2,165,27,1,1,112787,5,1,0,1,1,1,1,0,1
27,3,169,22,1,1,59530,4,0,0,1,1,0,1,0,0
23,0,190,20,0,0,123477,4,1,0,1,0,1,0,0,0
26,2,172,21,0,0,42656,4,0,0,1,1,0,1,0,0
27,3,181,22,1,0,65198,2,1,0,1,1,0,0,0,0
22,5,168,11,1,1,108070,0,1,1,1,1,1,0,0,0
22,3,189,14,0,1,45528,2,0,0,0,0,1,0,0,0
22,5,165,9,0,1,95434,0,0,1,1,1,1,1,0,0
30,5,171,14,1,0,128949,3,0,0,1,0,1,0,1,0
28,3,184,28,1,1,32396,2,0,0,0,1,0,0,0,0
24,4,183,34,0,0,129446,0,1,0,1,1,1,0,0,0
29,4,189,24,1,0,64388,5,0,1,0,1,0,0,1,0
30,4,166,32,0,1,91907,4,0,1,0,1,0,1,1,0
25,5,184,13,0,1,142173,1,0,0,0,1,1,0,1,1
29,1,165,25,1,0,111825,3,1,1,0,0,0,1,0,0
28,0,169,34,0,0,28771,2,1,1,1,0,0,0,0,0
22,2,184,24,1,0,117787,1,1,0,0,0,1,0,1,0
26,5,179,27,1,0,116341,0,1,1,0,1,0,0,1,0
26,2,177,31,0,0,84813,3,0,0,0,0,0,0,0,0
24,5,166,34,1,1,70457,2,1,1,0,0,0,0,0,1
23,5,161,10,1,1,34808,2,1,1,0,1,0,0,1,0
29,1,169,18,0,0,45391,4,1,0,1,0,0,0,0,0
29,1,181,15,1,0,39886,1,1,1,1,1,1,0,0,0
26,4,171,16,1,0,42038,3,0,1,1,1,1,1,0,0
25,2,170,8,1,1,95090,1,1,1,1,1,1,1,0,0
25,1,180,16,0,0,32044,2,1,1,0,0,0,1,1,0
28,2,165,16,0,1,37075,4,1,1,1,1,1,0,0,0
27,2,186,8,1,0,130140,4,0,0,0,0,0,0,1,0
29,5,178,11,1,0,68074,2,0,0,0,0,1,1,1,0
26,2,173,26,1,0,142666,3,0,1,1,1,1,1,1,0
23,3,177,18,1,0,44220,3,1,0,0,1,0,1,1,0
28,3,163,19,1,0,104113,1,1,0,1,1,1,0,1,0
27,3,168,12,0,0,149360,1,0,0,0,0,1,1,0,0
25,5,185,12,0,1,60333,0,0,1,0,1,1,0,0,0
28,4,187,12,1,1,102793,0,0,1,0,0,0,1,1,0
27,0,174,16,1,0,135899,5,1,0,1,0,1,1,1,1
22,5,172,26,1,0,47099,4,0,0,1,1,0,0,0,0
30,1,186,33,1,0,32617,0,0,0,1,1,0,1,1,0
29,4,185,12,1,0,127073,3,1,1,1,0,0,1,1,0
23,1,174,8,0,1,68438,0,1,0,1,1,1,1,0,0
25,5,185,12,0,1,112699,5,1,0,0,0,1,1,1,1
30,1,178,30,1,0,101122,0,1,1,0,0,1,0,0,0
23,4,174,15,0,1,112627,2,1,1,1,1,0,0,1,0
22,4,173,14,0,0,142473,0,0,0,0,0,0,0,1,0
25,3,185,19,1,0,120897,1,1,0,1,1,0,0,0,0
24,3,185,13,0,0,98058,1,0,1,1,1,1,1,1,0
27,2,186,34,1,0,61895,5,1,1,1,0,1,1,1,0
26,1,187,27,0,1,110174,2,0,0,1,0,0,0,1,0
28,1,172,19,1,1,104191,0,1,1,0,1,1,0,0,1
29,1,170,18,1,1,145146,5,1,0,0,0,1,0,1,1
24,1,167,19,1,0,26580,5,1,0,0,1,0,1,0,0
23,0,179,22,1,1,74785,2,1,0,1,1,1,0,0,0
24,2,183,35,0,0,111811,3,1,0,0,1,0,0,1,0
29,0,167,9,0,1,69971,3,1,0,1,1,0,0,1,0
22,5,182,19,1,1,135299,3,1,0,1,0,0,1,0,1
27,3,190,30,1,0,131372,5,0,1,0,1,1,0,1,1
22,3,162,28,0,0,49904,2,0,0,0,1,1,0,1,0
25,2,165,34,0,1,73220,4,0,1,1,0,0,1,0,0
25,4,161,34,1,0,27787,5,0,0,0,0,0,1,1,0
28,4,166,18,0,0,148702,4,0,1,1,1,1,0,0,0
27,1,161,24,1,1,114070,1,1,1,0,0,0,0,1,1
26,4,182,35,1,1,64514,3,0,1,0,1,1,1,0,0
27,3,190,12,1,1,130659,5,0,0,0,0,1,1,1,1
22,3,173,8,0,1,84096,0,1,1,1,1,0,1,1,0
29,1,188,33,0,0,68107,4,1,1,0,1,1,0,1,0
25,5,186,28,0,1,50746,4,0,1,1,0,0,0,0,0
22,3,168,10,0,0,112778,5,0,0,0,1,0,1,0,0
30,4,187,9,1,1,99839,1,1,0,1,1,0,1,0,0
24,0,163,31,0,0,53104,2,1,1,1,1,1,0,1,0
24,0,166,35,1,1,84856,5,0,0,1,0,1,0,1,0
25,1,169,29,0,0,103893,3,0,0,1,0,0,0,0,0
30,4,190,10,1,0,59430,3,1,0,1,1,0,1,1,0
28,2,186,16,1,0,142024,2,1,0,1,1,1,1,0,0
27,4,187,29,0,1,108028,3,0,1,1,1,0,1,0,0
25,0,166,29,0,1,34638,4,0,1,0,0,1,0,0,0
25,4,178,33,1,0,109075,1,0,1,0,0,1,0,0,0
24,5,168,17,1,1,133374,3,1,0,1,0,1,0,0,1
28,3,187,18,1,1,35851,3,0,0,1,1,1,1,1,0
30,1,160,17,0,1,85046,1,0,0,0,0,0,1,1,0
30,1,163,34,0,1,67535,0,0,0,1,1,0,1,0,0
29,2,176,35,0,1,38995,3,1,0,0,0,0,0,0,1
25,3,177,23,0,0,142039,2,0,0,1,0,1,1,1,0
24,2,181,30,0,0,127116,2,0,0,1,1,1,0,1,0
23,3,170,24,1,1,48853,3,1,0,1,0,1,0,0,0
29,0,183,11,1,1,78406,2,1,0,0,0,0,1,1,1
26,5,172,26,0,1,27481,2,1,0,0,1,0,0,1,0
23,1,181,23,0,0,55789,0,1,1,0,0,0,0,1,0
28,5,185,13,1,0,53277,5,0,1,0,0,0,0,0,0
24,2,186,20,1,1,62788,2,0,0,1,1,0,1,1,0
24,4,165,11,0,0,122978,3,1,1,0,1,0,0,1,0
26,2,177,27,1,1,28378,3,1,1,1,0,0,0,0,0
24,3,186,31,1,0,76120,5,1,0,1,0,1,1,1,0
30,3,186,12,1,1,46245,1,0,1,0,0,1,1,1,0
24,0,185,26,1,1,115179,2,0,0,0,0,1,0,1,0
30,0,174,13,1,1,96145,5,1,0,0,1,1,0,0,1
29,5,177,16,1,1,146954,0,0,1,0,0,1,0,0,1
28,4,189,19,1,1,49508,4,0,0,0,1,0,0,0,0
27,2,184,35,1,0,149951,0,1,0,1,1,1,0,0,0
25,0,168,25,0,1,65531,4,1,0,0,0,0,1,1,1
25,4,178,20,0,1,33485,4,0,0,1,0,1,1,0,0
27,5,169,25,0,0,74543,5,0,1,0,1,0,1,1,0
28,2,172,29,1,0,43130,4,1,1,1,1,1,1,0,0
29,4,162,19,1,0,137014,1,0,0,0,1,1,0,1,0
29,4,181,13,1,1,141588,5,0,1,1,0,1,1,1,1
29,3,182,22,1,1,56722,2,0,1,0,0,1,0,1,0
26,5,188,25,1,1,46252,0,0,1,1,0,0,0,0,0
