antecedent,consequent,support,confidence,lift
{51657 24746},{12305 92490 7190 88631},0.025,0.832,37.599
{51657 12305},{24746 92490 7190 88631},0.025,0.808,37.76
{51657 7190},{12305 24746 92490 88631},0.025,0.832,38.017
{51657 88631},{12305 24746 92490 7190},0.024,0.857,38.75
{24746 92490},{12305 51657 7190 88631},0.024,0.848,38.359
{12305 92490},{51657 24746 7190 88631},0.025,0.808,36.921
{92490 7190},{12305 24746 51657 88631},0.024,0.84,37.975
{92490 88631},{12305 24746 51657 7190},0.024,0.866,38.724
{12305 24746},{51657 92490 7190 88631},0.025,0.832,38.017
{24746 7190},{12305 92490 51657 88631},0.024,0.857,38.329
{24746 88631},{12305 92490 51657 7190},0.024,0.866,37.501
{12305 7190},{51657 24746 92490 88631},0.025,0.824,37.644
{12305 88631},{51657 24746 92490 7190},0.024,0.848,38.359
{7190 88631},{12305 24746 51657 92490},0.024,0.857,37.119
{24746 51657 92490},{12305 7190 88631},0.024,0.866,37.501
{51657 92490 12305},{24746 7190 88631},0.025,0.832,36.791
{51657 92490 7190},{12305 24746 88631},0.024,0.866,37.9
{51657 92490 88631},{12305 24746 7190},0.023,0.894,38.698
{51657 24746 12305},{92490 7190 88631},0.024,0.857,37.917
{51657 24746 7190},{12305 92490 88631},0.023,0.884,38.291
{51657 24746 88631},{12305 92490 7190},0.023,0.894,37.514
{51657 12305 7190},{24746 92490 88631},0.024,0.857,38.329
{51657 12305 88631},{24746 92490 7190},0.023,0.884,39.114
{51657 7190 88631},{12305 24746 92490},0.023,0.894,37.9
{24746 12305 92490},{51657 7190 88631},0.024,0.866,37.9
{24746 92490 7190},{12305 51657 88631},0.023,0.903,39.114
{24746 92490 88631},{12305 51657 7190},0.022,0.913,38.329
{12305 92490 7190},{51657 24746 88631},0.024,0.857,37.514
{12305 92490 88631},{51657 24746 7190},0.023,0.884,38.291
{92490 7190 88631},{12305 24746 51657},0.023,0.903,37.917
{12305 24746 7190},{51657 92490 88631},0.023,0.884,38.698
{12305 24746 88631},{51657 92490 7190},0.023,0.894,37.9
{24746 7190 88631},{12305 92490 51657},0.023,0.903,36.791
{12305 7190 88631},{51657 24746 92490},0.023,0.884,37.501
{24746 51657 92490 12305},{7190 88631},0.023,0.884,37.119
{24746 51657 92490 7190},{12305 88631},0.022,0.923,38.359
{24746 51657 92490 88631},{12305 7190},0.022,0.933,37.644
{51657 92490 12305 7190},{24746 88631},0.023,0.884,37.501
{51657 92490 12305 88631},{24746 7190},0.022,0.913,38.329
{51657 92490 7190 88631},{12305 24746},0.022,0.933,38.017
{51657 24746 12305 7190},{92490 88631},0.022,0.913,38.724
{51657 24746 12305 88631},{92490 7190},0.022,0.923,37.975
{51657 24746 7190 88631},{12305 92490},0.022,0.933,36.921
{51657 88631 12305 7190},{24746 92490},0.022,0.923,38.359
{24746 12305 92490 7190},{51657 88631},0.022,0.923,38.75
{24746 12305 92490 88631},{51657 7190},0.022,0.933,38.017
{24746 92490 7190 88631},{12305 51657},0.021,0.955,37.76
{12305 92490 7190 88631},{51657 24746},0.022,0.923,37.599
{12305 24746 7190 88631},{51657 92490},0.022,0.933,37.279
{51657 24746 92490 12305 7190},{88631},0.022,0.944,38.067
{51657 24746 92490 12305 88631},{7190},0.021,0.955,37.4
{51657 24746 92490 7190 88631},{12305},0.021,0.977,26.093
{51657 92490 12305 7190 88631},{24746},0.021,0.955,37.76
{51657 24746 12305 7190 88631},{92490},0.021,0.966,37.473
{24746 92490 12305 7190 88631},{51657},0.021,0.977,37.554
{95398},{12305 7190 88631 51657 24746},0.026,0.78,36.875
{51657},{12305 95398 88631 7190 24746},0.026,0.794,37.138
{24746},{12305 95398 88631 7190 51657},0.025,0.817,37.78
{12305},{95398 88631 7190 51657 24746},0.037,0.552,25.804
{7190},{12305 95398 88631 51657 24746},0.026,0.81,37.42
{88631},{12305 95398 7190 51657 24746},0.025,0.833,38.093
{51657 95398},{12305 24746 7190 88631},0.026,0.81,37.004
{24746 95398},{12305 51657 7190 88631},0.025,0.833,37.674
{12305 95398},{51657 24746 7190 88631},0.026,0.802,36.655
{95398 7190},{12305 24746 51657 88631},0.025,0.833,37.674
{95398 88631},{12305 24746 51657 7190},0.024,0.859,38.394
{51657 24746},{12305 7190 95398 88631},0.025,0.842,37.633
{51657 12305},{24746 7190 95398 88631},0.025,0.817,36.949
{51657 7190},{12305 24746 95398 88631},0.025,0.842,37.633
{51657 88631},{12305 24746 95398 7190},0.024,0.867,38.368
{12305 24746},{51657 7190 95398 88631},0.025,0.842,37.633
{24746 7190},{12305 51657 95398 88631},0.024,0.867,38.368
{24746 88631},{12305 51657 95398 7190},0.024,0.876,37.553
{12305 7190},{51657 24746 95398 88631},0.025,0.833,37.264
{12305 88631},{51657 24746 95398 7190},0.024,0.859,37.981
{7190 88631},{12305 24746 51657 95398},0.024,0.867,37.169
{51657 24746 95398},{12305 7190 88631},0.024,0.859,37.181
{51657 12305 95398},{24746 7190 88631},0.025,0.833,36.864
{51657 95398 7190},{12305 24746 88631},0.024,0.859,37.577
{51657 95398 88631},{12305 24746 7190},0.023,0.885,38.343
{12305 24746 95398},{51657 7190 88631},0.024,0.859,37.577
{24746 95398 7190},{12305 51657 88631},0.023,0.885,38.343
{24746 95398 88631},{12305 51657 7190},0.023,0.895,37.561
{12305 95398 7190},{51657 24746 88631},0.024,0.859,37.577
{12305 95398 88631},{51657 24746 7190},0.023,0.885,38.343
{88631 95398 7190},{12305 24746 51657},0.023,0.895,37.561
{51657 24746 12305},{7190 95398 88631},0.024,0.867,37.561
{51657 24746 7190},{12305 95398 88631},0.023,0.895,38.343
{51657 24746 88631},{12305 95398 7190},0.023,0.904,37.577
{51657 12305 7190},{24746 95398 88631},0.024,0.867,37.561
{51657 12305 88631},{24746 95398 7190},0.023,0.895,38.343
{51657 7190 88631},{12305 24746 95398},0.023,0.904,37.577
{12305 24746 7190},{51657 95398 88631},0.023,0.895,38.343
{12305 24746 88631},{51657 95398 7190},0.023,0.904,37.577
{24746 7190 88631},{12305 51657 95398},0.023,0.914,36.864
{12305 7190 88631},{51657 24746 95398},0.023,0.895,37.181
{51657 24746 12305 95398},{7190 88631},0.023,0.885,37.169
{51657 24746 95398 7190},{12305 88631},0.023,0.914,37.981
{51657 24746 95398 88631},{12305 7190},0.022,0.924,37.264
{51657 12305 95398 7190},{24746 88631},0.023,0.885,37.553
{51657 12305 95398 88631},{24746 7190},0.023,0.914,38.368
{51657 88631 95398 7190},{12305 24746},0.022,0.924,37.633
{12305 24746 95398 7190},{51657 88631},0.023,0.914,38.368
{12305 24746 95398 88631},{51657 7190},0.022,0.924,37.633
{24746 88631 95398 7190},{12305 51657},0.022,0.934,36.949
{12305 88631 95398 7190},{51657 24746},0.022,0.924,37.633
{51657 24746 12305 7190},{95398 88631},0.022,0.924,38.394
{51657 24746 12305 88631},{95398 7190},0.022,0.934,37.674
{51657 24746 7190 88631},{12305 95398},0.022,0.944,36.655
{51657 88631 12305 7190},{24746 95398},0.022,0.934,37.674
{12305 24746 7190 88631},{51657 95398},0.022,0.944,37.004
{95398 51657 24746 12305 7190},{88631},0.022,0.944,38.093
{95398 51657 24746 12305 88631},{7190},0.022,0.955,37.42
{95398 51657 24746 7190 88631},{12305},0.021,0.966,25.804
{95398 51657 12305 7190 88631},{24746},0.022,0.955,37.78
{95398 24746 12305 7190 88631},{51657},0.021,0.966,37.138
{51657 24746 12305 7190 88631},{95398},0.021,0.977,36.875
{95398},{12305 7190 51657 24746 92490},0.026,0.798,36.895
{51657},{12305 95398 7190 24746 92490},0.026,0.813,37.585
{92490},{12305 95398 7190 51657 24746},0.026,0.821,37.518
{24746},{12305 95398 7190 51657 92490},0.025,0.837,37.006
{12305},{95398 7190 51657 24746 92490},0.037,0.565,26.114
{7190},{12305 95398 51657 24746 92490},0.026,0.829,36.653
{51657 95398},{12305 24746 92490 7190},0.026,0.829,37.459
{92490 95398},{12305 24746 51657 7190},0.025,0.845,37.771
{24746 95398},{12305 92490 51657 7190},0.025,0.853,36.937
{12305 95398},{51657 24746 92490 7190},0.026,0.821,37.105
{95398 7190},{12305 24746 51657 92490},0.025,0.853,36.937
{51657 92490},{12305 24746 95398 7190},0.025,0.845,37.365
{51657 24746},{12305 92490 95398 7190},0.025,0.861,37.303
{51657 12305},{24746 92490 95398 7190},0.025,0.837,37.819
{51657 7190},{12305 24746 92490 95398},0.025,0.861,37.303
{24746 92490},{12305 51657 95398 7190},0.024,0.879,37.66
{12305 92490},{51657 24746 95398 7190},0.025,0.837,37.006
{92490 7190},{12305 24746 51657 95398},0.024,0.87,37.283
{12305 24746},{51657 92490 95398 7190},0.025,0.861,37.303
{24746 7190},{12305 92490 51657 95398},0.024,0.888,36.891
{12305 7190},{51657 24746 92490 95398},0.025,0.853,36.937
{51657 92490 95398},{12305 24746 7190},0.025,0.861,37.303
{51657 24746 95398},{12305 92490 7190},0.024,0.879,36.891
{51657 12305 95398},{24746 92490 7190},0.025,0.853,37.731
{51657 95398 7190},{12305 24746 92490},0.024,0.879,37.271
{24746 92490 95398},{12305 51657 7190},0.024,0.897,37.652
{12305 92490 95398},{51657 24746 7190},0.025,0.861,37.303
{92490 95398 7190},{12305 24746 51657},0.024,0.897,37.652
{12305 24746 95398},{51657 92490 7190},0.024,0.879,37.271
{24746 95398 7190},{12305 92490 51657},0.023,0.906,36.914
{12305 95398 7190},{51657 24746 92490},0.024,0.879,37.271
{24746 51657 92490},{12305 95398 7190},0.024,0.897,37.271
{51657 92490 12305},{24746 95398 7190},0.025,0.861,36.914
{51657 92490 7190},{12305 24746 95398},0.024,0.897,37.271
{51657 24746 12305},{92490 95398 7190},0.024,0.888,37.652
{51657 24746 7190},{12305 92490 95398},0.023,0.916,37.303
{51657 12305 7190},{24746 92490 95398},0.024,0.888,37.652
{24746 12305 92490},{51657 95398 7190},0.024,0.897,37.271
{24746 92490 7190},{12305 51657 95398},0.023,0.935,37.731
{12305 92490 7190},{51657 24746 95398},0.024,0.888,36.891
{12305 24746 7190},{51657 92490 95398},0.023,0.916,37.303
{24746 51657 92490 95398},{12305 7190},0.023,0.916,36.937
{51657 92490 12305 95398},{24746 7190},0.024,0.879,36.891
{51657 92490 95398 7190},{12305 24746},0.023,0.916,37.303
{51657 24746 12305 95398},{92490 7190},0.023,0.906,37.283
{51657 24746 95398 7190},{12305 92490},0.023,0.935,37.006
{51657 12305 95398 7190},{24746 92490},0.023,0.906,37.66
{24746 12305 92490 95398},{51657 7190},0.023,0.916,37.303
{24746 92490 95398 7190},{12305 51657},0.022,0.956,37.819
{12305 92490 95398 7190},{51657 24746},0.023,0.916,37.303
{12305 24746 95398 7190},{51657 92490},0.023,0.935,37.365
{24746 51657 92490 12305},{95398 7190},0.023,0.916,36.937
{24746 51657 92490 7190},{12305 95398},0.022,0.956,37.105
{51657 92490 12305 7190},{24746 95398},0.023,0.916,36.937
{51657 24746 12305 7190},{92490 95398},0.022,0.946,37.771
{24746 12305 92490 7190},{51657 95398},0.022,0.956,37.459
{95398 51657 24746 92490 12305},{7190},0.023,0.935,36.653
{95398 51657 24746 92490 7190},{12305},0.022,0.978,26.114
{95398 51657 92490 12305 7190},{24746},0.023,0.935,37.006
{95398 51657 24746 12305 7190},{92490},0.022,0.967,37.518
{95398 24746 92490 12305 7190},{51657},0.022,0.978,37.585
{51657 24746 92490 12305 7190},{95398},0.022,0.978,36.895
{95398},{12305 7190 88631 24746 92490},0.026,0.771,36.865
{92490},{12305 95398 88631 7190 24746},0.026,0.792,37.047
{24746},{12305 95398 88631 7190 92490},0.025,0.808,37.76
{12305},{95398 88631 7190 24746 92490},0.037,0.545,26.093
{7190},{12305 95398 88631 24746 92490},0.026,0.8,37.4
{88631},{12305 95398 7190 24746 92490},0.025,0.824,38.067
{92490 95398},{12305 24746 7190 88631},0.025,0.816,37.279
{24746 95398},{12305 92490 7190 88631},0.025,0.824,37.231
{12305 95398},{24746 92490 7190 88631},0.026,0.792,37.047
{95398 7190},{12305 24746 92490 88631},0.025,0.824,37.644
{95398 88631},{12305 24746 92490 7190},0.024,0.848,38.359
{24746 92490},{12305 7190 95398 88631},0.024,0.848,37.942
{12305 92490},{24746 7190 95398 88631},0.025,0.808,36.515
{92490 7190},{12305 24746 95398 88631},0.024,0.84,37.563
{92490 88631},{12305 24746 95398 7190},0.024,0.866,38.308
{12305 24746},{92490 7190 95398 88631},0.025,0.832,38.017
{24746 7190},{12305 92490 95398 88631},0.024,0.857,38.329
{24746 88631},{12305 92490 95398 7190},0.024,0.866,37.501
{12305 7190},{24746 92490 95398 88631},0.025,0.824,37.644
{12305 88631},{24746 92490 95398 7190},0.024,0.848,38.359
{7190 88631},{12305 24746 92490 95398},0.024,0.857,37.119
{24746 92490 95398},{12305 7190 88631},0.024,0.866,37.501
{12305 92490 95398},{24746 7190 88631},0.025,0.832,36.791
{92490 95398 7190},{12305 24746 88631},0.024,0.866,37.9
{92490 95398 88631},{12305 24746 7190},0.023,0.894,38.698
{12305 24746 95398},{92490 7190 88631},0.024,0.848,37.534
{24746 95398 7190},{12305 92490 88631},0.023,0.875,37.892
{24746 95398 88631},{12305 92490 7190},0.023,0.884,37.119
{12305 95398 7190},{24746 92490 88631},0.024,0.848,37.942
{12305 95398 88631},{24746 92490 7190},0.023,0.875,38.707
{88631 95398 7190},{12305 24746 92490},0.023,0.884,37.501
{24746 12305 92490},{7190 95398 88631},0.024,0.866,37.501
{24746 92490 7190},{12305 95398 88631},0.023,0.903,38.707
{24746 92490 88631},{12305 95398 7190},0.022,0.913,37.942
{12305 92490 7190},{24746 95398 88631},0.024,0.857,37.119
{12305 92490 88631},{24746 95398 7190},0.023,0.884,37.892
{92490 7190 88631},{12305 24746 95398},0.023,0.903,37.534
{12305 24746 7190},{92490 95398 88631},0.023,0.884,38.698
{12305 24746 88631},{92490 95398 7190},0.023,0.894,37.9
{24746 7190 88631},{12305 92490 95398},0.023,0.903,36.791
{12305 7190 88631},{24746 92490 95398},0.023,0.884,37.501
{24746 12305 92490 95398},{7190 88631},0.023,0.884,37.119
{24746 92490 95398 7190},{12305 88631},0.022,0.923,38.359
{24746 92490 95398 88631},{12305 7190},0.022,0.933,37.644
{12305 92490 95398 7190},{24746 88631},0.023,0.884,37.501
{12305 92490 95398 88631},{24746 7190},0.022,0.913,38.329
{92490 88631 95398 7190},{12305 24746},0.022,0.933,38.017
{12305 24746 95398 7190},{92490 88631},0.023,0.903,38.308
{12305 24746 95398 88631},{92490 7190},0.022,0.913,37.563
{24746 88631 95398 7190},{12305 92490},0.022,0.923,36.515
{12305 88631 95398 7190},{24746 92490},0.022,0.913,37.942
{24746 12305 92490 7190},{95398 88631},0.022,0.923,38.359
{24746 12305 92490 88631},{95398 7190},0.022,0.933,37.644
{24746 92490 7190 88631},{12305 95398},0.021,0.955,37.047
{12305 92490 7190 88631},{24746 95398},0.022,0.923,37.231
{12305 24746 7190 88631},{92490 95398},0.022,0.933,37.279
{95398 24746 92490 12305 7190},{88631},0.022,0.944,38.067
{95398 24746 92490 12305 88631},{7190},0.021,0.955,37.4
{95398 24746 92490 7190 88631},{12305},0.021,0.977,26.093
{95398 92490 12305 7190 88631},{24746},0.021,0.955,37.76
{95398 24746 12305 7190 88631},{92490},0.021,0.955,37.047
{24746 92490 12305 7190 88631},{95398},0.021,0.977,36.865
{95398},{7190 88631 51657 24746 92490},0.026,0.771,36.865
{51657},{95398 88631 7190 24746 92490},0.026,0.785,37.554
{92490},{95398 88631 7190 51657 24746},0.026,0.792,37.047
{24746},{95398 88631 7190 51657 92490},0.025,0.808,37.76
{7190},{95398 88631 51657 24746 92490},0.026,0.8,37.4
{88631},{95398 7190 51657 24746 92490},0.025,0.824,38.067
{51657 95398},{24746 92490 7190 88631},0.026,0.8,37.4
{92490 95398},{51657 24746 7190 88631},0.025,0.816,37.279
{24746 95398},{51657 92490 7190 88631},0.025,0.824,37.644
{95398 7190},{51657 24746 92490 88631},0.025,0.824,37.644
{95398 88631},{51657 24746 92490 7190},0.024,0.848,38.359
{51657 92490},{24746 7190 95398 88631},0.025,0.816,36.869
{51657 24746},{92490 7190 95398 88631},0.025,0.832,38.017
{51657 7190},{24746 92490 95398 88631},0.025,0.832,38.017
{51657 88631},{24746 92490 95398 7190},0.024,0.857,38.75
{24746 92490},{51657 7190 95398 88631},0.024,0.848,37.942
{92490 7190},{51657 24746 95398 88631},0.024,0.84,37.563
{92490 88631},{51657 24746 95398 7190},0.024,0.866,38.308
{24746 7190},{51657 92490 95398 88631},0.024,0.857,38.329
{24746 88631},{51657 92490 95398 7190},0.024,0.866,37.501
{7190 88631},{51657 24746 92490 95398},0.024,0.857,37.119
{51657 92490 95398},{24746 7190 88631},0.025,0.832,36.791
{51657 24746 95398},{92490 7190 88631},0.024,0.848,37.534
{51657 95398 7190},{24746 92490 88631},0.024,0.848,37.942
{51657 95398 88631},{24746 92490 7190},0.023,0.875,38.707
{24746 92490 95398},{51657 7190 88631},0.024,0.866,37.9
{92490 95398 7190},{51657 24746 88631},0.024,0.866,37.9
{92490 95398 88631},{51657 24746 7190},0.023,0.894,38.698
{24746 95398 7190},{51657 92490 88631},0.023,0.875,38.295
{24746 95398 88631},{51657 92490 7190},0.023,0.884,37.501
{88631 95398 7190},{51657 24746 92490},0.023,0.884,37.501
{24746 51657 92490},{7190 95398 88631},0.024,0.866,37.501
{51657 92490 7190},{24746 95398 88631},0.024,0.866,37.501
{51657 92490 88631},{24746 95398 7190},0.023,0.894,38.295
{51657 24746 7190},{92490 95398 88631},0.023,0.884,38.698
{51657 24746 88631},{92490 95398 7190},0.023,0.894,37.9
{51657 7190 88631},{24746 92490 95398},0.023,0.894,37.9
{24746 92490 7190},{51657 95398 88631},0.023,0.903,38.707
{24746 92490 88631},{51657 95398 7190},0.022,0.913,37.942
{92490 7190 88631},{51657 24746 95398},0.023,0.903,37.534
{24746 7190 88631},{51657 92490 95398},0.023,0.903,36.791
{24746 51657 92490 95398},{7190 88631},0.023,0.884,37.119
{51657 92490 95398 7190},{24746 88631},0.023,0.884,37.501
{51657 92490 95398 88631},{24746 7190},0.022,0.913,38.329
{51657 24746 95398 7190},{92490 88631},0.023,0.903,38.308
{51657 24746 95398 88631},{92490 7190},0.022,0.913,37.563
{51657 88631 95398 7190},{24746 92490},0.022,0.913,37.942
{24746 92490 95398 7190},{51657 88631},0.022,0.923,38.75
{24746 92490 95398 88631},{51657 7190},0.022,0.933,38.017
{92490 88631 95398 7190},{51657 24746},0.022,0.933,38.017
{24746 88631 95398 7190},{51657 92490},0.022,0.923,36.869
{24746 51657 92490 7190},{95398 88631},0.022,0.923,38.359
{24746 51657 92490 88631},{95398 7190},0.022,0.933,37.644
{51657 92490 7190 88631},{24746 95398},0.022,0.933,37.644
{51657 24746 7190 88631},{92490 95398},0.022,0.933,37.279
{24746 92490 7190 88631},{51657 95398},0.021,0.955,37.4
{95398 51657 24746 92490 7190},{88631},0.022,0.944,38.067
{95398 51657 24746 92490 88631},{7190},0.021,0.955,37.4
{95398 51657 92490 7190 88631},{24746},0.021,0.955,37.76
{95398 51657 24746 7190 88631},{92490},0.021,0.955,37.047
{95398 24746 92490 7190 88631},{51657},0.021,0.977,37.554
{51657 24746 92490 7190 88631},{95398},0.021,0.977,36.865
{95398},{12305 88631 51657 24746 92490},0.026,0.789,36.885
{51657},{12305 95398 88631 24746 92490},0.026,0.804,37.575
{92490},{12305 95398 88631 51657 24746},0.026,0.811,37.503
{24746},{12305 95398 88631 51657 92490},0.025,0.827,37.8
{12305},{95398 88631 51657 24746 92490},0.037,0.558,26.107
{88631},{12305 95398 51657 24746 92490},0.025,0.843,37.297
{51657 95398},{12305 24746 92490 88631},0.026,0.819,37.44
{92490 95398},{12305 24746 51657 88631},0.025,0.835,37.747
{24746 95398},{12305 92490 51657 88631},0.025,0.843,37.703
{12305 95398},{51657 24746 92490 88631},0.026,0.811,37.086
{95398 88631},{12305 24746 51657 92490},0.024,0.869,37.619
{51657 92490},{12305 24746 95398 88631},0.025,0.835,37.337
{51657 24746},{12305 92490 95398 88631},0.025,0.851,38.076
{51657 12305},{24746 92490 95398 88631},0.025,0.827,37.8
{51657 88631},{12305 24746 92490 95398},0.024,0.878,38.003
{24746 92490},{12305 51657 95398 88631},0.024,0.869,38.428
{12305 92490},{51657 24746 95398 88631},0.025,0.827,36.978
{92490 88631},{12305 24746 51657 95398},0.024,0.887,37.994
{12305 24746},{51657 92490 95398 88631},0.025,0.851,38.076
{24746 88631},{12305 92490 51657 95398},0.024,0.887,36.843
{12305 88631},{51657 24746 92490 95398},0.024,0.869,37.619
{51657 92490 95398},{12305 24746 88631},0.025,0.851,37.266
{51657 24746 95398},{12305 92490 88631},0.024,0.869,37.619
{51657 12305 95398},{24746 92490 88631},0.025,0.843,37.703
{51657 95398 88631},{12305 24746 92490},0.023,0.896,37.994
{24746 92490 95398},{12305 51657 88631},0.024,0.887,38.394
{12305 92490 95398},{51657 24746 88631},0.025,0.851,37.266
{92490 95398 88631},{12305 24746 51657},0.023,0.915,38.407
{12305 24746 95398},{51657 92490 88631},0.024,0.869,38.019
{24746 95398 88631},{12305 92490 51657},0.023,0.905,36.874
{12305 95398 88631},{51657 24746 92490},0.023,0.896,37.994
{24746 51657 92490},{12305 95398 88631},0.024,0.887,37.994
{51657 92490 12305},{24746 95398 88631},0.025,0.851,36.874
{51657 92490 88631},{12305 24746 95398},0.023,0.915,38.019
{51657 24746 12305},{92490 95398 88631},0.024,0.878,38.407
{51657 24746 88631},{12305 92490 95398},0.023,0.915,37.266
{51657 12305 88631},{24746 92490 95398},0.023,0.905,38.394
{24746 12305 92490},{51657 95398 88631},0.024,0.887,37.994
{24746 92490 88631},{12305 51657 95398},0.022,0.935,37.703
{12305 92490 88631},{51657 24746 95398},0.023,0.905,37.619
{12305 24746 88631},{51657 92490 95398},0.023,0.915,37.266
{24746 51657 92490 95398},{12305 88631},0.023,0.905,37.619
{51657 92490 12305 95398},{24746 88631},0.024,0.869,36.843
{51657 92490 95398 88631},{12305 24746},0.022,0.935,38.076
{51657 24746 12305 95398},{92490 88631},0.023,0.896,37.994
{51657 24746 95398 88631},{12305 92490},0.022,0.935,36.978
{51657 12305 95398 88631},{24746 92490},0.023,0.925,38.428
{24746 12305 92490 95398},{51657 88631},0.023,0.905,38.003
{24746 92490 95398 88631},{12305 51657},0.022,0.956,37.8
{12305 92490 95398 88631},{51657 24746},0.022,0.935,38.076
{12305 24746 95398 88631},{51657 92490},0.022,0.935,37.337
{24746 51657 92490 12305},{95398 88631},0.023,0.905,37.619
{24746 51657 92490 88631},{12305 95398},0.022,0.956,37.086
{51657 92490 12305 88631},{24746 95398},0.022,0.935,37.703
{51657 24746 12305 88631},{92490 95398},0.022,0.945,37.747
{24746 12305 92490 88631},{51657 95398},0.022,0.956,37.44
{95398 51657 24746 92490 12305},{88631},0.023,0.925,37.297
{95398 51657 24746 92490 88631},{12305},0.021,0.977,26.107
{95398 51657 92490 12305 88631},{24746},0.022,0.956,37.8
{95398 51657 24746 12305 88631},{92490},0.022,0.966,37.503
{95398 24746 92490 12305 88631},{51657},0.021,0.977,37.575
{51657 24746 92490 12305 88631},{95398},0.021,0.977,36.885
