,id,q
1287,3765,"""This is a very interesting question,"" he writes. ""Where does one need faith"
1288,3406,"""I am very interested to know exactly how they haven utterly disproven YEC "
1289,6407,"""They are the same,"" he said. ""They are exactly the same ."""
1290,6547,"""Absolutely,"" he said. ""Exactly what parts need to be substantiated ?"""
1291,6797,"""He didn't try to defend himself,"" she said. ""He did n't"
1292,7165,"3. ""Was this peppered moth not hailed as an `` example of evolution in"
1293,9135,"1. ""Tastyfish : I need only ONE example to show you what happens"
1294,3404,"PETERSBURG , Ky. - Like most natural history museums , this one has"
1295,6306,"""I don't think the Supreme Court was trying to determine whether slavery was a collective"
1296,7760,"""They excuse rape,"" she said. ""They excuse aborting a fetus of a"
1297,4924,"3. ""I have to disagree with 1 and 3 . If God exists , and"
1298,785,"1. ""Oh good grief newbies are all the same on this forum ... Honestly"
1299,4276,"1. ""Experience is the only interaction we have with existence . If some aspect of"
1300,8916,"""This is a very important area for us to be looking at,"" he said."
1301,5224,"""I don't know,"" he said. ""How can you attempt to explain the"
1302,4055,Poll : Republicans Think Government Should Stay Out Of Medicare | TPMDC I think this
1303,1670,"""I'm a pro-choice person,"" she said. ""I thought it would"
1304,8735,"""There is a difference between self defense and self-defense,"" he said. """
1305,6409,"""That's the problem,"" he said. ""That is why they are failing ."""
1306,2050,"4. ""for faith has no merit where reason has proof from experience ."""
1307,9767,"""I'm not religious,"" she said. ""Faith is as natural as love or"
1308,8878,"FALSE. ""FALSE !"""
1309,1388,"""It's a false dichotomy,"" he said. ""It 's a false"
1310,4900,"""The title of the thread gives a false impression by stating that a Christian Pastor believes"
1311,1456,"""The Second Amendment is not about guns. ""Fans of the Heller decision in D"
1312,3285,"""It's murder,"" he said. ""You know what is far worse than murder"
1313,2562,Federal judge rules police can not detain people for openly carrying guns - Cleveland 19 News Cleveland
1314,1292,"""I hope there 's a way to leave feedback for the fine folks at Dictionary"
1315,2496,"""I do not care for the inference that I am an irresponsible parent because I do"
1316,5223,"1. ""Strawman . Fetuses do not have memory even with mental exist"
1317,4503,"1. ""Just thought I would ask ( for fun ) , what are your ideas"
1318,2832,"1. ""Finally , the ultimate neo-Darwinian taboo has been broken ."
1319,2277,"""I am a gun owner,"" he wrote. ""I support your right to own"
1320,3793,"""There's a correlation,"" he said. ""Those who have firearms in their homes"
1321,8821,"4. ""Taken to its logical extreme , we might argue that , just as"
1322,9512,"""I would like to ask you a question,"" he said. ""Why are trying"
1323,1900,"""There are two steps,"" he said. ""First you have natural selection Â"
1324,4185,"""First you say that gun bans are Constitutional . When it 's proven that gun"
1325,6689,"""I don't see those folks seeking special rights , but I do not see those"
1326,8133,"1. ""The following is summarized mostly from an article by George Cook in the December"
1327,6959,"1. ""Larval anurans have demonstrated phenotypic plasticity in"
1328,69,"""It's interesting to see how things evolve,"" he said. ""For instance the"
1329,1695,"""Why do n't you try to make George Walker Bush feel a little guilt and"
1330,6780,"1. ""Thus , for pro-lifers , human beings hold rights by virtue"
1331,189,". ""my my you are up on the current events . Thanks for shedding light on"
1332,2270,P.S . For some reason I am unable to reach my other post `` What
1333,2590,"""It's interesting to see how people react to the phenomenon,"" he said. """
1334,6264,"""Where did the environment come from?"" he asked. ""For that matter where did"
1335,4897,"""The problem,"" he wrote. ""is that for you to use these primate"
1336,1692,"1. ""You know what I find amusing here ... your entire argument revolves around how"
1337,5610,"""This is a joke,"" she wrote. ""Wishful thinking by a mid"
1338,3567,"4. ""The Forum rules . 3a ) No Personal attacks , insults , name"
1339,6517,"""It's not enough,"" he said. ""Nothing will replace fossil fuels until they"
1340,386,"""They are not denying evolution,"" he said. ""What they are saying is that"
1341,4649,"""The Polar Bear is a great example of evolution in action,"" he says. """
1342,7466,"""We believe that the right of privacy , as we feel it is , is a"
1343,1405,"1. ""Oh damn that free market ! We should get rid of peoples ' choices"
1344,6037,"4. ""This link is to the free summary of the JBC article ... http"
1345,3771,"""I'd like to see more freedom and equality in this country,"" he wrote."
1346,1694,"""You failed to mention `` Freedom From Religion. ``"""
1347,5652,"1. ""Gee , Jo , you really should have read your sources . There"
1348,6566,""" I 'm glad to see that at least some pastors in this world have integrity"
1349,1860,"""There is no such thing as Intelligent Design. ""Fundamentally , Intelligent Design"
1350,8764,"4. ""funny that all proponents of abortion for unwanted pregnancies talk about abortion as"
1351,6015,"""It's not true,"" she said. ""It 's kind of funny that"
1352,9854,"""I'm going to have a baby,"" she wrote. ""The funny thing is"
1353,4739,"""If we don't know more , on what basis can we study the world in"
1354,7762,"""There is no way to know whether or not the buyer has a criminal history,"""
1355,6186,"Galalieo: ""Who will protect the citizens""GALALIEO"
1356,465,"New Jersey Senate passes sweeping amendments to state 's domestic partner law. ""The New"
1357,3167,"""It's dangerous,"" he said. ""Marijuana is a gateway drug ."""
1358,76,"""Gay marriage is not a `` right `` around these parts , and never will be"
1359,3616,"""You have your work cut out for you in trying to convince the majority of Americans"
1360,6005,"4. ""What do you see as your enemies view point ? Is your only opinion"
1361,2072,"Washington, DC. ""Majority backs gay marriage , ballot measure in poll : DC"
1362,4271,"""It's really sad,"" he said. ""Its really sad what these gay predator"
1363,3936,"2. ""I 've never quite understood why so many gay rights advocates give such"
1364,4613,"1. ""Hey , have you printed your name on the inside waistband of you"
1365,9438,"""I agree with that,"" she wrote. ""Gee I wonder if it '"
1366,7285,". ""Origin of mankind . source : Genesis . Ray M ."""
1367,8436,"2. ""I guess my question is , which account are you speaking of ? You"
1368,4113,"""This is a disgrace,"" he wrote. ""Georgia and Mississippi , what a surprise"
1369,4275,This topic was discussed in another thread . Kelvin said that- `` If it were not
1370,3940,- msnbc.com Well is n't that interesting . Germany has much stricter
1371,3816,"""It means you can get a job,"" he said. ""it means you could"
1372,5867,"3. ""Steeeeve ( the paranoid ) jab victim = no jab . The"
1373,6358,"""This is very interesting,"" he said. ""Given this , the question then becomes"
1374,1507,"""It's a lie,"" she said. ""Go do a Google search and find"
1375,3503,"""No,"" she said. ""Go read a biology book ."""
1376,2687,"""Dr. No,"" he wrote. ""In several of my other post I have"
1377,7917,"3. ""God 's mind , just by his thoughts created all matter ."""
1378,6516,"""What 's wrong with God being the explanation for the unexplanable , comfort"
1379,9440,"7. ""Your an XXXXX Hank . If god could create the world in 7"
1380,8605,"3. ""God created all things in Â “ KindsÂ ”"
1381,6331,"6. ""The Bible says that God created every thing in 6 days . That does"
1382,6877,"1. ""God does n't take away sinful desires . You 've never had"
1383,6180,"4. ""if the only choices we can possibly make are the one God approves ,"
1384,6838,"3. ""NOw I am going to say something that will really not make sense"
1385,7657,"""This is an argument that can be made against evolution ,"" he said. ""However"
1386,74,"""It's not a question,"" he said. ""Your question itself is a problem"
1387,6640,"1. ""Got ta ask . If god is all knowing and all powerful , why"
1388,6269,"1. ""By Reduction to the Absurd : Suppose that God is in fact all"
1389,3678,"""It's a shame,"" he said. ""Where are those organizations with such scientific"
1390,1159,"""It is impossible for man to change God 's plan ,"" he said. """
1391,8760,"""We in the pro-choice camp salute and respect the choices you make ; now"
1392,3,"""Gun control is necessary to ensure that we do not take a plunge towards fascism "
1393,6402,"5. ""the government is doing its job"""
1394,6305,"""Oh,"" he said. ""Well the government track record in health care is n"
1395,8188,"""The murder of Derrick Bird in Cumbria has shocked the nation . It has"
1396,4277,"""I 'll trust anybody that 's not government funded , with a gun ."
1397,8312,"5. ""What makes you think doctors are paid badly in a national healthcare system ?"
1398,6641,"""This is a constitutional issue,"" he said. ""On what grounds do you seek"
1399,6048,MEXICO CITY Â– Guards and officials at a prison in northern Mexico allegedly
1400,4793,"""ItÂ ’s Â “ aÂ ” guess and check"
1401,9853,"2. ""Guidance by humans in the blind Watchmaker does not stop it"
1402,8762,Gun control is NOT about a government trying to disarm a people so that government can be
1403,9470,"""I do not support gun control laws,"" he said. ""The only gun control"
1404,2861,"""How did Poplawski gun down three armed police officers so easily with a weapon"
1405,115,"""It's a win-win,"" he said. ""If more gun-control"
1406,1857,"""If guns don't kill people,"" he said. ""then why in the world"
1407,6069,"5. ""I 've had an abortion , at 9 weeks gestation . I '"
1408,3643,"3. ""[ b ] [ b ] You have not had many REAL conversations with pro"
1409,3855,"""I think it's ridiculous,"" he said. ""We 've had plenty of"
1410,9441,"5. ""Half of the people who are part of ( or at least vote for"
1411,2865,"""This is so sad,"" he wrote. ""This happened to both these guys who"
1412,4560,"1. ""The problem with happenstance origins is that there is no evidence ,"
1413,4062,"3. ""Hardly created equal ."""
1414,8158,"""It's so obvious,"" he wrote. ""The President hates his country ! It"
1415,3611,"""Some animals also have ( superficially ) changes species - eg wolves to dogs"
1416,1724,"""It's very simple. ""If you have a problem answering the questions then do"
1417,7963,"""You said you support the idea of a dictatorship. ""Well you have n't"
1418,6184,"1. ""I have n't seen anything in print regarding the 12-week post"
1419,7779,"1. ""I actually have n't seen those pictures in school but I 'll"
1420,2982,"""I will defend gay marriage,"" he said. ""When two gay men get together"
1421,8880,"""You got the benefits of being a weed addict,"" she said. ""Then you"
1422,4488,"5. ""Having a baby , even giving it up , causes a lot of emotional"
1423,188,"4. ""Having asserted that transitional fossils abound , Isaak ( a widely known evolution"
1424,5767,"""Yeah , he 's absolutely correct . So what 's your point ? You"
1425,8826,"""Perhaps he just does n't understand the concept of an 'analogy . '"
1426,8799,"""The one where he bragged about defeating Henry Morris , a Christian ?"""
1427,7315,"""He was declaring war on an unclean people whom He commanded the Jews to wipe"
1428,4713,"""So ? He had a shotgun . You 're saying that if it were legal"
1429,5845,"""There is no evidence that the universe was designed,"" he said. ""There is"
1430,3345,"7. ""Job 26:7 He stretches out the north over empty space ; He"
1431,6082,"""The parole board refused to grant Tony Martin an early release because he & # 82"
1432,3646,"""Science is not God,"" he said. ""Isaac Newton sought out the hand"
1433,7463,"""I think it's a really bad idea,"" he said. ""In my opinion"
1434,8313,"""I think he was referring to a lot of kids,"" she said. ""He"
1435,8113,"4. ""Nice job moving the goalpost , and changing the subject also . Show"
1436,3502,"""This is a terrible tragedy,"" he said. ""The inanity in defence of"
1437,9017,"""He's a terrorist,"" he said. ""He was a gun owner and a"
1438,9718,"""This is a matter of basic human rights,"" he said. ""I ca n"
1439,3625,"""It's time for change,"" he said. ""Who wants healthcare run by large"
1440,6453,"""It's not a good idea,"" he said. ""Obviously you would n't"
1441,6471,"1. ""hinata : Hee , hee , you 're funny ."
1442,5656,"""America has gone to hell in a handbasket since these lefties took over"
1443,3614,"""We need a tax on guns,"" he wrote. ""How about a sin tax"
1444,886,"3. ""Here 's a cartoon : http : //images.yuku."
1445,101,"""I was n't an accident , I was a wanted child , a desired child"
1446,4790,"""You seem to have trouble creating working links . Here is a corrected link to your"
1447,9018,"""Here is a link about people who were released prior to the death penalty due to"
1448,7095,"5. ""Here is a link to what everybody is up in arms about , ..."""
1449,2858,"""Here is how the exchange went down . Person one . We need to teach morals"
1450,730,"2. ""HereÂ ’ s a question ; which one split from the other"
1451,6034,"5. ""HEY ! I resemble that guy ! !"""
1452,6132,"4. ""Hey I 'm new . I am also pro-life 100 %"
1453,7911,"1. ""Hey Sarge , that looks like something I saw yesterday . New anti"
1454,3350,". ""please incurage him to post his report . or if he would not like"
1455,7749,"""This is a very interesting study,"" he said. ""His method appears to be"
1456,7748,"""There is no absolute morality,"" he said. ""If morality is relative and not"
1457,8365,"1. ""Hmmm , without Jesus there might n't have been the various Inqu"
1458,9703,"""Jesus died for our sins,"" he said. ""So , when we believe the"
1459,1511,"""This is a terrible decision,"" he said. ""Same-sex marriage will open"
1460,9738,"2. ""Yep , homosexuals join to practice a religion that hates them just so they"
1461,3667,"""Jesus Christ is real,"" he said. ""Honestly . Jesus Christ existed : you"
1462,6171,"""This is a very interesting study,"" says Dr. ""so why did ToE"
1463,2976,"""It is horribly oppressive of women , though , to oppose both abortion and contraceptives ."
1464,9461,"""I am a Christian,"" he said. ""How can a Christian not be ?"
1465,6138,"""How can CREATION be evidence of god if there is no evidence of CREATION"
1466,5874,"1. ""Is this the sort of thing that is being taught at that bastion"
1467,6526,"1. ""So how do creationists account for this : ERVs in humans match"
1468,7944,"""It's ridiculous,"" he said. ""How can you possibly equate prostitution to gay"
1469,7263,"5. ""If god made human from dirt , how come there are still dirt around"
1470,6638,"""I don't know,"" he said. ""What 's been observed besides an"
1471,5949,"""There are many senses,"" he said. ""How do we know that there are"
1472,9690,"""It's silly,"" he said. ""How is that silly ? You do realize"
1473,4492,"""So you are saying that your friends can't breed because they have a genetic disease"
1474,1762,"""This is your third thread,"" she wrote. ""How many threads are you planning"
1475,6690,"""ItÂ ’ s amazing how science can cure diseases , smash the atom ,"
1476,3818,"""We live in a democratic country,"" she wrote. ""The right to have a"
1477,53,"09dragonfly06 : Yes , how terrible it is to live in a country that"
1478,3812,"""This is an important issue,"" he wrote. ""As an aside I invite readers"
1479,3577,"""I don't see how this makes her as an anti-gun candidate . She"
1480,7771,"""I was thinking about the sequence of life,"" he said. ""How would I"
1481,6036,"""I don't know,"" he said. ""How would you know about who winds"
1482,6362,"""We are a democracy and we have the right to make our own decisions,"" he"
1483,6173,"""The Bible does not say you can not rape someone,"" he said. ""However"
1484,8059,"""I don't think there is a constitutional right to discriminate,"" he said. """
1485,3997,"1. ""However , in another thread you talked about `` proof `` of science ."
1486,1,"""I don't know,"" he said. ""I got a good idea . however"
1487,4733,"""Yes. ""However ,"""
1488,8610,"""It looks old to me,"" he said. ""Yes i believ in a"
1489,2893,"4. ""HPR | The Myth of the Gay Gene , by Nicanor"
1490,2644,http : //news.bbc.co.uk/1/hi/sci
1491,327,http : //news.yahoo.com/s/ap/20070531/
1492,2275,http : //www.cnn.com/2005/WORLD/europe
1493,7942,"""I agree that the 98 % statistic is not central to Lott 's book"
1494,5228,http : //evolutionlist.blogspot.com/archives/1714 The reason
1495,7441,http : //www.unionleader.com/article.a ... f-b
1496,6023,"""Just because I 'd love to live in a world where abortions were never necessary"
1497,4993,"1. ""Human 's wrote the bible . Not all words in the bible were"
1498,6039,"1. ""if the laws of logic are human constructs then how can they be absolute"
1499,8007,"3. ""Hydrothermal vents [ 4 ] are described in two books of"
1500,7288,"""I 'm not going anywhere with this thread . I just wanted to point out"
1501,4143,"4. ""I 'd love to see proof of this ]"""
1502,1986,"""I don't believe in punishment,"" she said. ""I 'd not punish"
1503,4483,"""I 'll ask you the same question JJ . What makes you think you have"
1504,7747,"""It's a great story,"" he said. ""I 'll let you know"
1505,6403,"""I don't think so,"" he wrote. ""If you have a link for"
1506,6614,"""She is saying , and I 'm agreeing that at every stage of development a"
1507,4181,"4. ""I 'm always right , ...... except when I 'm wrong"""
1508,4652,"""I'm a gun owner,"" he said. ""I 'm for gun control"
1509,8490,"10. ""i 'm going to be a teacher because i love history and thats"
1510,4418,"""Civil rights is a legal term , not a catch phrase ,"" he said. """
1511,6451,"""I don't like it,"" he said. ""I 'm not against concealed"
1512,9693,"1. ""I 'm not going to get into a religious debate , but I"
1513,6011,"""I 'm not sure what you mean by saying that it provides for two se"
1514,7311,"""I 'm sorry but the baby is a part of both of them . Should"
1515,353,"""It's not your fault,"" he said. ""You can deny it all you"
1516,9474,"3. ""3 . I 've advocated photographing and fingerprinting for all handgun"
1517,183,"1. ""I 've given yout a way to control crime and violence ."
1518,6582,"1. ""I agree . Lets argue what we value or do n't value and"
1519,1862,"1. ""I agree . People complain about imports but then buy them . They complain"
1520,3845,"""I agree,"" she wrote. ""I agree ... and there is lots of life"
1521,9132,"""The Towers Bulldozed by Eco-Terrorists Tuesday September 8 , 2009"""
1522,8509,"""I think it's a good thing,"" he said. ""I also think it"
1523,6550,"4. ""I am a gay Christian woman , live in Northern CA , and am"
1524,4167,"""In this post IÂ ’ m going to show that the Neandert"
1525,6450,"1. ""There is a lot of discussion regarding the validity of evolution on this board"
1526,2565,"10. ""ias for partial birth abortion i am firmly against it ! to go full"
1527,6609,"""I am not interested in the future,"" he said. ""While your previous problem"
1528,5827,"""I am interested in what Supersport thinks about how his ideas will get wider"
1529,1764,"""I am not a scientist,"" he said. ""What I am is someone who"
1530,9315,"""Thank you for your reply kelvin90701 . I will give my"
1531,6263,". ""say what ? i am just saying that i can tell you are a good"
1532,8512,"1. ""Since posts are disappearing anyway , let me add a new one . Now"
1533,6429,"5. ""I support gay adoption only as a last resort . I am not a"
1534,6470,"""I just wanted to add one more thing to clear up some stuff and make sure"
1535,2494,"""I am not surprised that it is being built,"" he said. ""On the"
1536,1621,"""I am pro life,"" he said. ""To cut through the debate about how"
1537,8440,"""The cost would be only the method of death ."" he said. ""what I"
1538,8186,"1. ""Ok I 'm put out , I just spent an hour replying"
1539,7784,"""No,"" he said. ""I asked first . Tell me one proof of evolution"
1540,2683,"1. ""I believe God created Adam genetically superior Â– yet after sin entered"
1541,3343,"""I'm not one of those people that believes in the Constitution,"" he wrote."
1542,1688,"""I don't agree with that,"" he said. ""I ca n't agree"
1543,7818,"""I can't prove atheism,"" he said. ""I can disprove theism"
1544,4289,"5. ""I spent 10.5 years in Catholic schools as well as having three"
1545,4335,"""I don't care where that speck came from . Where did it come from"
1546,5998,"""I don't think it was excessive,"" she said. ""I certainly think it"
1547,6611,"2. ""Yes and no ( on the people close to me ) . while I"
1548,6475,"""I did it again,"" he wrote. ""I done it again . Will an"
1549,3980,"""You are for persecuting religious people if they do n't agree 100 % with"
1550,4898,"""I said God did not tell them the different categories of animals , I did not"
1551,6412,"""I agree with you,"" he wrote. ""I disagree with you because the logic"
1552,841,"3. ""I do , but it is irrelevant in this instance , imo ."
1553,8316,"1. ""What 's your definition of pure ? Has it ? This says different"
1554,326,"""I do n't agree with the very first assertion in the audio clip , that"
1555,6440,"""I agree,"" he wrote. ""I do n't agree with this either/"
1556,7966,"""I don't know,"" she said. ""Personally i do n't believe in"
1557,1453,"""What do you mean by creating new life from nothing?"" he asked. ""If"
1558,7154,"1. ""I do n't believe you are a gun owner , My b r"
1559,4213,"""I don't know,"" she said. ""I do n't know , yours"
1560,6777,"""The .50 BMG has a maximum effective range of 1,500 meters,"""
1561,9510,"""I don't see any claim being made about those types of weapons being sold in"
1562,4996,"""I am not a man,"" she said. ""I do n't think any"
1563,3892,"1. ""Really , I think it he or she is . really , i do"
1564,4761,"""I don't think the point was to come up with an exact number of gun"
1565,1988,"""I do not understand your reasoning,"" he said. ""Why do you want the"
1566,2497,"""I don't care,"" she wrote. ""I dont care . The point is"
1567,6875,"""If you want to get married then go ahead,"" she wrote. ""i dont"
1568,6565,"5. ""So what is your answer to the thoughts I got about some things "
1569,3995,"""I don't know,"" he said. ""I have been asking that for 10"
1570,4063,"""I have been wondering exactly how same sex marriages would pose a danger to male-"
1571,7097,"""I have never attacked you personally , never said anything like what you accuse me of"
1572,7465,"... Hey , guys , where did all our liberal punching bags go , and why are"
1573,6515,"""I hear this all the time,"" she said. ""Really I hear it all"
1574,236,"10. ""If when I was in the military , I had suddenly stood up and"
1575,1861,"""I don't think it's right,"" she said. ""I never said that"
1576,6179,"""It has no impact on your knowledge of the unknowable,"" he said. """
1577,8795,"""Thank you,"" he said. ""I look forward to be edumacated"
1578,6560,"1. ""Its very recent information and has not been fully confirmed by others . However"
1579,6530,"""They are gone,"" he said. ""Where are the big red ants ? I"
1580,3409,"5 , By L. LEWIS WALL MOTHERHOOD is a blessing"
1581,9495,"""I am not going to make a definitive statement one way or the other without proof"
1582,9164,"""I think they should have changed,"" he said. ""In my post I presented"
1583,9496,"""I have a question for you,"" he said. ""I put to you that"
1584,3859,"""It's time to get rid of Obamacare,"" he tweeted. ""I said it"
1585,7994,"""I said the Brady Campaign and other gun control groups made the statement of California being"
1586,1763,"""I see far to many religious people that know absolutely nothing about the universe they live"
1587,6356,"""I am not denying evolution,"" he said. ""I simply am stating that the"
1588,5613,"""I'm still enfuriated about them , the way I was treated by"
1589,8915,"""I don't think it's true,"" he said. ""I think it '"
1590,3207,"""I think it is because you are too logical because with people things do'nt"
1591,7438,"""I think that it is time to force the second amendment debate on the supreme court"
1592,4870,"""No,"" he said. ""I think you confused yourself . You more supported my"
1593,4191,"""I think you could teach gun-control at a gun-free school , too"
1594,6032,"""I didn't know what to do,"" he said. ""I thought the idea"
1595,2866,"""This movie is a must see for anyone who believes in the biblical account of Mt"
1596,7988,"""Zero,"" she said. ""I vote ZERO ."""
1597,16,". ""Strange , I was under the impression this article was referring to the Roman Catholic"
1598,6202,". ""i will pray for you all right now"""
1599,475,". ""poor boo-boo ... You want to talk pain ? I wish the"
1600,9471,"4. ""It seems to me the corollary of the phrase `` abortion is"
1601,4654,"""This is a very interesting case,"" he said. ""I wonder how a modern"
1602,6612,"""Wow,"" she said. ""I wonder if anti-abortion folks ever consider that"
1603,8062,"""It's a great movie,"" he said. ""I wonder if Kenneth Miller will"
1604,6676,"""I think you guys are screwed . Gee , I wonder why they do n"
1605,4712,"1. ""I would be interested in know who was the first creationist to finally"
1606,5868,"""I am back. ""Keeping true to my word - that I would find out"
1607,54,"""I would have to say that your 'science advice ' was either misunderstood or the"
1608,7879,"""I think its a joke,"" he said. ""Its such a joke that the"
1609,4716,"""I don't think so,"" he said. ""What you are talking about here"
1610,6549,"""There is simply no benefit to the scientific community if ID is accepted . It '"
1611,6528,"2. ""with regards to the cousins argument if a creature evolves into a new species"
1612,3846,"""I don't think it's fair to call a god benevolent,"" he said."
1613,8734,"""There is no cure,"" he said. ""If a married couple does n't"
1614,280,". ""oh brother .. so what if a minority of americans wanted to legalize murder"
1615,7745,"""It's a good idea,"" he said. ""Y'know , if a"
1616,7813,"1. ""If all life evolved from a common ancestor , then there should be countless"
1617,6261,"""It would be a denial of a different right , the right to be free of"
1618,6965,"""No , this is not about abortion , and I think that is very clear ."
1619,5711,". ""Ok , beat this responce . If it 's wrong then prove why"
1620,8400,"4. ""4 ) Why has the vast majority of intelligently designed life ceased to"
1621,6839,"1. ""If it were up to you , what would background checks look for to"
1622,7163,"""Life itself is a form of energy,"" he said. ""If life itself is"
1623,9405,"4. ""If one accepts the Intelligent Design movement 's form of ID , ..."""
1624,9464,"1. ""If one agrees to a discussion without using the Bible as some people insist"
1625,4060,"""government can be the great equaliser. ""rich people can take away poor peoples"
1626,4759,"""She was attacked by a bunch of kids. Boys and girls as young as 10"
1627,3608,"""Are we all apes?"" he asks. ""If so , why do we still"
1628,3674,"""I don't think so,"" he said. ""If so ( and I ca"
1629,5876,"""I don't believe it,"" he said. ""Like I said , if that"
1630,9648,"""It's a disgrace,"" he said. ""If the American system of government is"
1631,1622,"""This is an unfunded mandate by definition and as the CBO calculated , the"
1632,9709,". ""# 1 - Yes . Other branches of science have been bent to accommodate Darwinian"
1633,7604,Originally posted by gilligan8503 the fetus is definatley a part of
1634,3612,"1. ""let me try to translate into words 1. if there is a god"
1635,7943,"""They can't teach creation in school,"" he said. ""If they can stage"
1636,7682,"""No,"" he said. ""If they did , you probably would n't know"
1637,1784,"""If they're straight then they're gay,"" he said. ""If they remain"
1638,1937,"""There is a logic to this,"" he said. ""Substantially , that"
1639,8499,"""I don't know,"" he said. ""Is there any reason to respond to"
1640,6692,"""It's a very interesting topic,"" he said. ""If we look into the"
1641,304,"""I'm scared,"" she said. ""What if the jury is wrong ?"""
1642,3762,"""Science is not a religion,"" he said. ""If you base your beliefs on"
1643,9704,"""You can't eliminate demand,"" he said. ""If you ca n't eliminate"
1644,4867,"""I think you're wrong,"" he said. ""It appears that a Law or"
1645,4168,"""If you draw a gun on someone holding a gun and do n't shoot straight"
1646,3677,"""It's not about the phone,"" she said. ""If you ground him from"
1647,3288,"""I'm looking for a position,"" he said. ""If you have a position"
1648,6427,"1. ""Who said anything about blind support ? You 're arguing against a position"
1649,5,"""There are some incedents that are beyond your control . If you own a"
1650,2244,"1. ""If you think IÂ ’ m nuts , then check this site"
1651,3790,"5. ""zzzzzzZZzzzzz yawn ..... what 's your"
1652,3287,"""As for the intellectuals who wait to have birth later in life , watch Idi"
1653,7168,"""If you don't know the answer to these questions Matthew , then me answering them"
1654,3861,"""I don't get it,"" she said. ""Why do you think they do"
1655,6435,"""You're right,"" he wrote. ""Incredibly enough , ignoring my rebuttal"
1656,5830,". ""ill let you think about that"""
1657,2863,Im going to have to go with Love Never Dies here . Ive read that
1658,5899,"""What are you doing,"" he wrote. ""Im preventing people from getting shot so"
1659,7683,"""It doesn't work that way,"" he said. ""it ought but it wo"
1660,3682,"""In the Galapagos , penguins had a genetic variation in their fur thickness"
1661,233,"""This is a joke,"" he said. ""In case you were wondering , no"
1662,9439,"""There's a correlation,"" he said. ""In developed nations with stricter gun laws"
1663,2867,"""It is not . It is baseless conjecture . In fact , it is in contrast"
1664,4791,"""ItÂ ’ s the epitome of what they stand for,"" he said"
1665,3542,"""I don't know,"" he said. ""who knows but recent studies do show"
1666,3091,"""There is no God,"" he said. ""You have to know everything in order"
1667,5948,"""Youre happier because the old man did something criminal and broke the law . Ad"
1668,5996,"""Science is not a place for opinions,"" the editorial board wrote. ""We owe"
1669,8877,"10. ""in the end God will win"""
1670,8500,"Â ” As the majority opinion in McDonald notes , the 1856 Republican-party"
1671,9509,"5. ""In the theory of evolution , what did it all start with ?"""
1672,5808,"""In the second case , you would have killed Ethel Waters , the great black"
1673,4794,"""Incapable of arguing without relying on the fallacy of changing the subject , false"
1674,6009,"1. ""You stated that the global flood could not have happened because it is inconsistent"
1675,3680,"""You're wrong,"" he wrote. ""Indeed the court 's reasoning may have"
1676,9232,"""Some use the fact that an infant is in the womb as a basis for killing"
1677,8824,"""The second amendment is not a right granted by the constitution . It is an instrument"
1678,8363,"5. ""Intelligent Design -- it 's not what you think"""
1679,7286,". "". . . .The irony is that we all fall somewhere on the line of"
1680,3536,"""This is incorrect. ""Irreducible complexity proves this is incorrect ,"""
1681,5547,"1. ""What a laugh ! ! ! From what I 've heard , Sup"
1682,5504,"10. ""Whats is difference between the avian lung and a giraffes"
1683,9314,"3. ""3 . What is the proposed progression in macroevolution ? Is it"
1684,8488,"4. ""Is murder still illegal in your humanistic world ?"""
1685,3772,"Nope. ""Nope . There really is n't . 100 %"""
1686,6876,"is n't it a good feeling wake up , log on to the internet , and"
1687,7939,"""No,"" he said. ""Is n't the point pretty obvious-"""
1688,1620,"""This is absolutely ridiculous and unamerican . There is no evidence whatsoever that anything"
1689,5734,"""I don't know what to make of it,"" he said. ""What distur"
1690,6218,"1. ""This statement is wrong . People from hundreds of years before Jesus was born"
1691,4040,"""There is no middle ground,"" he said. ""One is right the other wrong"
1692,6176,"""O.J. ? Is that you ?"""
1693,7814,"""I don & # 8217 ; t find this troubling,"" he wrote. """
1694,1408,"""There is a phallic aspect to holding a gun in one 's hand "
1695,4166,"2. ""2 . What about consensus is proof ? Is there not a consensus among"
1696,3568,"""I don't know,"" he said. ""Is there really a difference between this"
1697,3683,"""There is a phallic aspect to holding a gun in one 's hand "
1698,4485,"""It 's not illegal to fire an employee for refusing to take customers based on"
1699,4922,"how is this relevant to the philosophy discourse ?"""
1700,307,"""Marriage is a family,"" she said. ""Marriage are to promote children"
1701,6225,"""I think it's a mistake,"" he said. ""One of the specific pl"
1702,2835,"""That is what makes sense,"" he said. ""That , my friend , is"
1703,4339,"5. ""Keep in mind two important points : 1 . Reason does not imply truth"
1704,2568,"""I agree with you,"" he said. ""My personal opinion is it 's"
1705,6434,"5. ""Yeah , but your counter example is pretty bad . It 's easy"
1706,2049,"""I think the US system needs to be nationalised , it 's much more"
1707,2399,". ""it 's rather rude not to"""
1708,7941,". ""it 's the other way around :"""
1709,7290,"""The VPC did not used to be HCI . The Brady Campaign to Prevent"
1710,7775,"""They don't believe in evolution,"" she said. ""They also believe somehow that"
1711,4170,"""I don't think so,"" he said. ""My point here is that it"
1712,7773,"""It is not a matter of religion,"" he said. ""It does n't"
1713,7266,"5. ""Your analogy is very flawed . One , it does not involve me living"
1714,8796,"""It's a good sign,"" he said. ""It does seem that the dom"
